	0	1	2	3
1233	COG1289		S	Function unknown
1234	COG1290		C	Energy production and conversion
1235	COG1291		N	Cell motility
1236	COG1292		M	Cell wall/membrane/envelope biogenesis
1237	COG1293		J	Translation, ribosomal structure and biogenesis
1238	COG1293		O	Posttranslational modification, protein turnover, chaperones
1239	COG1294		C	Energy production and conversion
1240	COG1295		S	Function unknown
1241	COG1296		E	Amino acid transport and metabolism
1242	COG1297		R	General function prediction only
1243	COG1298		N	Cell motility
1244	COG1299		G	Carbohydrate transport and metabolism
1245	COG1300		D	Cell cycle control, cell division, chromosome partitioning
1246	COG1301		C	Energy production and conversion
1247	COG1302		S	Function unknown
1248	COG1303		J	Translation, ribosomal structure and biogenesis
1249	COG1304	Isoprenoid biosynthesis	C	Energy production and conversion
1250	COG1304	Isoprenoid biosynthesis	I	Lipid transport and metabolism
1251	COG1304	Isoprenoid biosynthesis	R	General function prediction only
1252	COG1305		O	Posttranslational modification, protein turnover, chaperones
1253	COG1306		R	General function prediction only
1254	COG1307		I	Lipid transport and metabolism
1255	COG1308		K	Transcription
1256	COG1309		K	Transcription
1257	COG1310		O	Posttranslational modification, protein turnover, chaperones
1258	COG1311		L	Replication, recombination and repair
1259	COG1312		G	Carbohydrate transport and metabolism
1260	COG1313		R	General function prediction only
1261	COG1314		U	Intracellular trafficking, secretion, and vesicular transport
1262	COG1315		N	Cell motility
1263	COG1316		M	Cell wall/membrane/envelope biogenesis
1264	COG1317		N	Cell motility
1265	COG1317		U	Intracellular trafficking, secretion, and vesicular transport
1266	COG1318		K	Transcription
1267	COG1319	Non-phosphorylated Entner-Doudoroff pathway	C	Energy production and conversion
1268	COG1320		P	Inorganic ion transport and metabolism
1269	COG1321		K	Transcription
1270	COG1322		L	Replication, recombination and repair
1271	COG1323	tRNA modification	J	Translation, ribosomal structure and biogenesis
1272	COG1324		P	Inorganic ion transport and metabolism
1273	COG1325		U	Intracellular trafficking, secretion, and vesicular transport
1274	COG1326		R	General function prediction only
1275	COG1327		K	Transcription
1276	COG1328	Thymidylate biosynthesis	F	Nucleotide transport and metabolism
1277	COG1329		K	Transcription
1278	COG1330		L	Replication, recombination and repair
1279	COG1331		R	General function prediction only
1280	COG1332	CRISPR-Cas system	V	Defense mechanisms
1281	COG1333		C	Energy production and conversion
1282	COG1333		O	Posttranslational modification, protein turnover, chaperones
1283	COG1334		R	General function prediction only
1284	COG1335	Pyrimidine degradation	H	Coenzyme transport and metabolism
1285	COG1335	Pyrimidine degradation	R	General function prediction only
1286	COG1336	CRISPR-Cas system	V	Defense mechanisms
1287	COG1337	CRISPR-Cas system	V	Defense mechanisms
1288	COG1338		N	Cell motility
1289	COG1339	Riboflavin/FAD biosynthesis	H	Coenzyme transport and metabolism
1290	COG1340		S	Function unknown
1291	COG1341		J	Translation, ribosomal structure and biogenesis
1292	COG1342		R	General function prediction only
1293	COG1343	CRISPR-Cas system	V	Defense mechanisms
1294	COG1344		N	Cell motility
1295	COG1345		N	Cell motility
1296	COG1346		M	Cell wall/membrane/envelope biogenesis
1297	COG1347	Na+-translocating NADH dehydrogenase	C	Energy production and conversion
1298	COG1348		H	Coenzyme transport and metabolism
1299	COG1348		P	Inorganic ion transport and metabolism
1300	COG1349		K	Transcription
1301	COG1349		G	Carbohydrate transport and metabolism
1302	COG1350	Aromatic amino acid biosynthesis	E	Amino acid transport and metabolism
1303	COG1351	Thymidylate biosynthesis	F	Nucleotide transport and metabolism
1304	COG1352		T	Signal transduction mechanisms
1305	COG1353	CRISPR-Cas system	V	Defense mechanisms
1306	COG1354		L	Replication, recombination and repair
1307	COG1355		R	General function prediction only
1308	COG1356		K	Transcription
1309	COG1357		S	Function unknown
1310	COG1358	Ribosome 50S subunit	J	Translation, ribosomal structure and biogenesis
1311	COG1359		C	Energy production and conversion
1312	COG1360		N	Cell motility
1313	COG1361		R	General function prediction only
1314	COG1362		E	Amino acid transport and metabolism
1315	COG1363		E	Amino acid transport and metabolism
1316	COG1363		G	Carbohydrate transport and metabolism
1317	COG1364	Arginine biosynthesis	E	Amino acid transport and metabolism
1318	COG1365		R	General function prediction only
1319	COG1366		T	Signal transduction mechanisms
1320	COG1367	CRISPR-Cas system	V	Defense mechanisms
1321	COG1368		M	Cell wall/membrane/envelope biogenesis
1322	COG1369		J	Translation, ribosomal structure and biogenesis
1323	COG1370		J	Translation, ribosomal structure and biogenesis
1324	COG1371		J	Translation, ribosomal structure and biogenesis
1325	COG1372		L	Replication, recombination and repair
1326	COG1372		X	Mobilome: prophages, transposons
1327	COG1373		R	General function prediction only
1328	COG1374		J	Translation, ribosomal structure and biogenesis
1329	COG1376		M	Cell wall/membrane/envelope biogenesis
1330	COG1377		N	Cell motility
1331	COG1378		K	Transcription
1332	COG1379		R	General function prediction only
1333	COG1380		R	General function prediction only
1334	COG1381		L	Replication, recombination and repair
1335	COG1382		O	Posttranslational modification, protein turnover, chaperones
1336	COG1383	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
1337	COG1384	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
1338	COG1385	16S rRNA modification	J	Translation, ribosomal structure and biogenesis
1339	COG1386		K	Transcription
1340	COG1387	Histidine biosynthesis	E	Amino acid transport and metabolism
1341	COG1387	Histidine biosynthesis	R	General function prediction only
1342	COG1388		M	Cell wall/membrane/envelope biogenesis
1343	COG1389		L	Replication, recombination and repair
1344	COG1390	A/V-type ATP synthase	C	Energy production and conversion
1345	COG1391		O	Posttranslational modification, protein turnover, chaperones
1346	COG1392		P	Inorganic ion transport and metabolism
1347	COG1393		P	Inorganic ion transport and metabolism
1348	COG1394	A/V-type ATP synthase	C	Energy production and conversion
1349	COG1395		K	Transcription
1350	COG1396		K	Transcription
1351	COG1397		O	Posttranslational modification, protein turnover, chaperones
1352	COG1398		I	Lipid transport and metabolism
1353	COG1399		J	Translation, ribosomal structure and biogenesis
1354	COG1400		U	Intracellular trafficking, secretion, and vesicular transport
1355	COG1401		V	Defense mechanisms
1356	COG1402	Riboflavin/FAD biosynthesis	H	Coenzyme transport and metabolism
1357	COG1403		V	Defense mechanisms
1358	COG1404		O	Posttranslational modification, protein turnover, chaperones
1359	COG1405		K	Transcription
1360	COG1406		N	Cell motility
1361	COG1407		R	General function prediction only
1362	COG1408		R	General function prediction only
1363	COG1409		T	Signal transduction mechanisms
1364	COG1410	Methionine biosynthesis	E	Amino acid transport and metabolism
1365	COG1411		R	General function prediction only
1366	COG1412		J	Translation, ribosomal structure and biogenesis
1367	COG1413		R	General function prediction only
1368	COG1414		K	Transcription
1369	COG1415		S	Function unknown
1370	COG1416		P	Inorganic ion transport and metabolism
1371	COG1417		S	Function unknown
1372	COG1418		J	Translation, ribosomal structure and biogenesis
1373	COG1418		R	General function prediction only
1374	COG1419		N	Cell motility
1375	COG1420		K	Transcription
1376	COG1421	CRISPR-Cas system	V	Defense mechanisms
1377	COG1422		M	Cell wall/membrane/envelope biogenesis
1378	COG1423		L	Replication, recombination and repair
1379	COG1424	Biotin biosynthesis	H	Coenzyme transport and metabolism
1380	COG1426		D	Cell cycle control, cell division, chromosome partitioning
1381	COG1427	Menaquinone biosynthesis	H	Coenzyme transport and metabolism
1382	COG1428		F	Nucleotide transport and metabolism
1383	COG1429	Cobalamine/B12 biosynthesis	H	Coenzyme transport and metabolism
1384	COG1430		S	Function unknown
1385	COG1431		J	Translation, ribosomal structure and biogenesis
1386	COG1431		V	Defense mechanisms
1387	COG1432		R	General function prediction only
1388	COG1433		O	Posttranslational modification, protein turnover, chaperones
1389	COG1434		M	Cell wall/membrane/envelope biogenesis
1390	COG1435	Pyrimidine salvage	F	Nucleotide transport and metabolism
1391	COG1436	A/V-type ATP synthase	C	Energy production and conversion
1392	COG1437		T	Signal transduction mechanisms
1393	COG1437		R	General function prediction only
1394	COG1438		K	Transcription
1395	COG1439		J	Translation, ribosomal structure and biogenesis
1396	COG1440		G	Carbohydrate transport and metabolism
1397	COG1441	Menaquinone biosynthesis	H	Coenzyme transport and metabolism
1398	COG1442		M	Cell wall/membrane/envelope biogenesis
1399	COG1443	Isoprenoid biosynthesis	I	Lipid transport and metabolism
1400	COG1444	tRNA modification	J	Translation, ribosomal structure and biogenesis
1401	COG1445		G	Carbohydrate transport and metabolism
1402	COG1446		E	Amino acid transport and metabolism
1403	COG1447		G	Carbohydrate transport and metabolism
1404	COG1448	Isoleucine, leucine, valine biosynthesis	E	Amino acid transport and metabolism
1405	COG1449		G	Carbohydrate transport and metabolism
1406	COG1450		U	Intracellular trafficking, secretion, and vesicular transport
1407	COG1451		R	General function prediction only
1408	COG1452		M	Cell wall/membrane/envelope biogenesis
1409	COG1453		R	General function prediction only
1410	COG1454		C	Energy production and conversion
1411	COG1455		G	Carbohydrate transport and metabolism
1412	COG1456		C	Energy production and conversion
1413	COG1457		F	Nucleotide transport and metabolism
1414	COG1458		R	General function prediction only
1415	COG1459		N	Cell motility
1416	COG1459		U	Intracellular trafficking, secretion, and vesicular transport
1417	COG1459		W	Extracellular structures
1418	COG1460	RNA polymerase	K	Transcription
1419	COG1461		R	General function prediction only
1420	COG1462		M	Cell wall/membrane/envelope biogenesis
1421	COG1463		M	Cell wall/membrane/envelope biogenesis
1422	COG1464		P	Inorganic ion transport and metabolism
1423	COG1465		E	Amino acid transport and metabolism
1424	COG1466		L	Replication, recombination and repair
1425	COG1467		L	Replication, recombination and repair
1426	COG1468	CRISPR-Cas system	V	Defense mechanisms
1427	COG1469	Folate biosynthesis	H	Coenzyme transport and metabolism
1428	COG1470		S	Function unknown
1429	COG1471	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
1430	COG1472		G	Carbohydrate transport and metabolism
1431	COG1473	Lysine biosynthesis	R	General function prediction only
1432	COG1474		L	Replication, recombination and repair
1433	COG1475		D	Cell cycle control, cell division, chromosome partitioning
1434	COG1476		K	Transcription
1435	COG1477		H	Coenzyme transport and metabolism
1436	COG1477		O	Posttranslational modification, protein turnover, chaperones
1437	COG1478		H	Coenzyme transport and metabolism
1438	COG1479		V	Defense mechanisms
1439	COG1480		T	Signal transduction mechanisms
1440	COG1481		K	Transcription
1441	COG1482		G	Carbohydrate transport and metabolism
1442	COG1483		R	General function prediction only
1443	COG1484		L	Replication, recombination and repair
1444	COG1485		D	Cell cycle control, cell division, chromosome partitioning
1445	COG1486		G	Carbohydrate transport and metabolism
1446	COG1487		V	Defense mechanisms
1447	COG1488	NAD biosynthesis	H	Coenzyme transport and metabolism
1448	COG1489		G	Carbohydrate transport and metabolism
1449	COG1489		T	Signal transduction mechanisms
1450	COG1490		J	Translation, ribosomal structure and biogenesis
1451	COG1491		R	General function prediction only
1452	COG1492	Cobalamine/B12 biosynthesis	H	Coenzyme transport and metabolism
1453	COG1493		T	Signal transduction mechanisms
1454	COG1494		G	Carbohydrate transport and metabolism
1455	COG1495		O	Posttranslational modification, protein turnover, chaperones
1456	COG1496		P	Inorganic ion transport and metabolism
1457	COG1497		K	Transcription
1458	COG1498		J	Translation, ribosomal structure and biogenesis
1459	COG1499		J	Translation, ribosomal structure and biogenesis
1460	COG1500		J	Translation, ribosomal structure and biogenesis
1461	COG1501		G	Carbohydrate transport and metabolism
1462	COG1502	Phospholipid biosynthesis	I	Lipid transport and metabolism
1463	COG1503	Translation factors	J	Translation, ribosomal structure and biogenesis
1464	COG1504		S	Function unknown
1465	COG1505		E	Amino acid transport and metabolism
1466	COG1506		E	Amino acid transport and metabolism
1467	COG1507		S	Function unknown
1468	COG1508	RNA polymerase	K	Transcription
1469	COG1509		E	Amino acid transport and metabolism
1470	COG1510		K	Transcription
1471	COG1511		S	Function unknown
1472	COG1512		S	Function unknown
1473	COG1513		P	Inorganic ion transport and metabolism
1474	COG1514		J	Translation, ribosomal structure and biogenesis
1475	COG1515		L	Replication, recombination and repair
1476	COG1516		N	Cell motility
1477	COG1516		U	Intracellular trafficking, secretion, and vesicular transport
1478	COG1517	CRISPR-Cas system	V	Defense mechanisms
1479	COG1518	CRISPR-Cas system	V	Defense mechanisms
1480	COG1519	Lipid A biosynthesis	M	Cell wall/membrane/envelope biogenesis
1481	COG1520		M	Cell wall/membrane/envelope biogenesis
